,,12Base Avg:,-0.051468349,-0.022833761,-0.023106868,BASELINE SUBTRACTED,,
12/20/2018 8:45:26.73,12/20/18,08:45:26:73,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:26.95,12/20/18,08:45:26:95,-0.051273,-0.02284,-0.023112,,,
12/20/2018 8:45:27.13,12/20/18,08:45:27:13,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:27.32,12/20/18,08:45:27:32,-0.051273,-0.02284,-0.023112,,,
12/20/2018 8:45:27.43,12/20/18,08:45:27:43,-0.051423,-0.02288,-0.023072,,,
12/20/2018 8:45:27.71,12/20/18,08:45:27:71,-0.051273,-0.02288,-0.023112,,,
12/20/2018 8:45:27.80,12/20/18,08:45:27:80,-0.051273,-0.02284,-0.023112,,,
12/20/2018 8:45:28.02,12/20/18,08:45:28:02,-0.051423,-0.02288,-0.023072,,,
12/20/2018 8:45:28.21,12/20/18,08:45:28:21,-0.051423,-0.02288,-0.023112,,,
12/20/2018 8:45:28.40,12/20/18,08:45:28:40,-0.051273,-0.02284,-0.023112,,,
12/20/2018 8:45:28.61,12/20/18,08:45:28:61,-0.051423,-0.02288,-0.023112,,,
12/20/2018 8:45:28.90,12/20/18,08:45:28:90,-0.051273,-0.02284,-0.023112,,,
12/20/2018 8:45:28.99,12/20/18,08:45:28:99,-0.051423,-0.02284,-0.023112,,,
12/20/2018 8:45:29.13,12/20/18,08:45:29:13,-0.051423,-0.02284,-0.023112,,,
12/20/2018 8:45:29.24,12/20/18,08:45:29:24,-0.051273,-0.02284,-0.023112,,,
12/20/2018 8:45:29.44,12/20/18,08:45:29:44,-0.051723,-0.02284,-0.023112,,,
12/20/2018 8:45:29.64,12/20/18,08:45:29:64,-0.051423,-0.02288,-0.023112,,,
12/20/2018 8:45:29.93,12/20/18,08:45:29:93,-0.051723,-0.02284,-0.023112,,,
12/20/2018 8:45:30.02,12/20/18,08:45:30:02,-0.051423,-0.02284,-0.023112,,,
12/20/2018 8:45:30.22,12/20/18,08:45:30:22,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:30.41,12/20/18,08:45:30:41,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:30.63,12/20/18,08:45:30:63,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:30.81,12/20/18,08:45:30:81,-0.051573,-0.02284,-0.023112,,,
12/20/2018 8:45:31.11,12/20/18,08:45:31:11,-0.051873,-0.02284,-0.023072,,,
12/20/2018 8:45:31.20,12/20/18,08:45:31:20,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:31.41,12/20/18,08:45:31:41,-0.051723,-0.02284,-0.023072,,,
12/20/2018 8:45:31.59,12/20/18,08:45:31:59,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:31.70,12/20/18,08:45:31:70,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:31.91,12/20/18,08:45:31:91,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:32.20,12/20/18,08:45:32:20,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:32.30,12/20/18,08:45:32:30,-0.051573,-0.02288,-0.023072,,,
12/20/2018 8:45:32.51,12/20/18,08:45:32:51,-0.051723,-0.02284,-0.023032,,,
12/20/2018 8:45:32.70,12/20/18,08:45:32:70,-0.051123,-0.02284,-0.023072,,,
12/20/2018 8:45:32.90,12/20/18,08:45:32:90,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:33.11,12/20/18,08:45:33:11,-0.051273,-0.02284,-0.023072,,,
12/20/2018 8:45:33.39,12/20/18,08:45:33:39,-0.051423,-0.02288,-0.023072,,,
12/20/2018 8:45:33.48,12/20/18,08:45:33:48,-0.051423,-0.02288,-0.023072,,,
12/20/2018 8:45:33.68,12/20/18,08:45:33:68,-0.051573,-0.02288,-0.023032,,,
12/20/2018 8:45:33.87,12/20/18,08:45:33:87,-0.051573,-0.02284,-0.023032,,,
12/20/2018 8:45:34.06,12/20/18,08:45:34:06,-0.051873,-0.02284,-0.023032,,,
12/20/2018 8:45:34.17,12/20/18,08:45:34:17,-0.051873,-0.02284,-0.023032,,,
12/20/2018 8:45:34.45,12/20/18,08:45:34:45,-0.051573,-0.02288,-0.023072,,,
12/20/2018 8:45:34.54,12/20/18,08:45:34:54,-0.051573,-0.02288,-0.023032,,,
12/20/2018 8:45:34.76,12/20/18,08:45:34:76,-0.051123,-0.02284,-0.023072,,,
12/20/2018 8:45:34.96,12/20/18,08:45:34:96,-0.051723,-0.02288,-0.023072,,,
12/20/2018 8:45:35.15,12/20/18,08:45:35:15,-0.050973,-0.02284,-0.023112,,,
12/20/2018 8:45:35.35,12/20/18,08:45:35:35,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:35.63,12/20/18,08:45:35:63,-0.051273,-0.0228,-0.023072,,,
12/20/2018 8:45:35.73,12/20/18,08:45:35:73,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:35.95,12/20/18,08:45:35:95,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:36.13,12/20/18,08:45:36:13,-0.051573,-0.02284,-0.023032,,,
12/20/2018 8:45:36.34,12/20/18,08:45:36:34,-0.051273,-0.02284,-0.023072,,,
12/20/2018 8:45:36.45,12/20/18,08:45:36:45,-0.051273,-0.02284,-0.023072,,,
12/20/2018 8:45:36.68,12/20/18,08:45:36:68,-0.051123,-0.02284,-0.023072,,,
12/20/2018 8:45:36.87,12/20/18,08:45:36:87,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:37.09,12/20/18,08:45:37:09,-0.051573,-0.02284,-0.023112,,,
12/20/2018 8:45:37.18,12/20/18,08:45:37:18,-0.051423,-0.02284,-0.023112,,,
12/20/2018 8:45:37.29,12/20/18,08:45:37:29,-0.051423,-0.02284,-0.023112,,,
12/20/2018 8:45:37.49,12/20/18,08:45:37:49,-0.051873,-0.02284,-0.023072,,,
12/20/2018 8:45:37.60,12/20/18,08:45:37:60,-0.051873,-0.02284,-0.023072,,,
12/20/2018 8:45:37.90,12/20/18,08:45:37:90,-0.051873,-0.02284,-0.023072,,,
12/20/2018 8:45:37.99,12/20/18,08:45:37:99,-0.051723,-0.02284,-0.023072,,,
12/20/2018 8:45:38.22,12/20/18,08:45:38:22,-0.051423,-0.02284,-0.023112,,,
12/20/2018 8:45:38.41,12/20/18,08:45:38:41,-0.051723,-0.02284,-0.023072,,,
12/20/2018 8:45:38.52,12/20/18,08:45:38:52,-0.051723,-0.02284,-0.023072,,,
12/20/2018 8:45:38.74,12/20/18,08:45:38:74,-0.051273,-0.02284,-0.023072,,,
12/20/2018 8:45:39.02,12/20/18,08:45:39:02,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:39.11,12/20/18,08:45:39:11,-0.051423,-0.0228,-0.023072,,,
12/20/2018 8:45:39.33,12/20/18,08:45:39:33,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:39.52,12/20/18,08:45:39:52,-0.051273,-0.02288,-0.023072,,,
12/20/2018 8:45:39.72,12/20/18,08:45:39:72,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:39.94,12/20/18,08:45:39:94,-0.051123,-0.02284,-0.023072,,,
12/20/2018 8:45:40.14,12/20/18,08:45:40:14,-0.051423,-0.0228,-0.023072,,,
12/20/2018 8:45:40.24,12/20/18,08:45:40:24,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:40.46,12/20/18,08:45:40:46,-0.050973,-0.02284,-0.023072,,,
12/20/2018 8:45:40.66,12/20/18,08:45:40:66,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:40.85,12/20/18,08:45:40:85,-0.051123,-0.02284,-0.023072,,,
12/20/2018 8:45:41.05,12/20/18,08:45:41:05,-0.051273,-0.02284,-0.023072,,,
12/20/2018 8:45:41.33,12/20/18,08:45:41:33,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:41.42,12/20/18,08:45:41:42,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:41.63,12/20/18,08:45:41:63,-0.051573,-0.02288,-0.023072,,,
12/20/2018 8:45:41.73,12/20/18,08:45:41:73,-0.051573,-0.02288,-0.023072,,,
12/20/2018 8:45:41.92,12/20/18,08:45:41:92,-0.051273,-0.02288,-0.023112,,,
12/20/2018 8:45:42.12,12/20/18,08:45:42:12,-0.051873,-0.02284,-0.023072,,,
12/20/2018 8:45:42.22,12/20/18,08:45:42:22,-0.051723,-0.02284,-0.023072,,,
12/20/2018 8:45:42.51,12/20/18,08:45:42:51,-0.051573,-0.02284,-0.023112,,,
12/20/2018 8:45:42.59,12/20/18,08:45:42:59,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:42.69,12/20/18,08:45:42:69,-0.051423,-0.02284,-0.023112,,,
12/20/2018 8:45:42.90,12/20/18,08:45:42:90,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:43.09,12/20/18,08:45:43:09,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:43.29,12/20/18,08:45:43:29,-0.051723,-0.02284,-0.023072,,,
12/20/2018 8:45:43.40,12/20/18,08:45:43:40,-0.051723,-0.02284,-0.023072,,,
12/20/2018 8:45:43.70,12/20/18,08:45:43:70,-0.051723,-0.02284,-0.023072,,,
12/20/2018 8:45:43.79,12/20/18,08:45:43:79,-0.051873,-0.02284,-0.023072,,,
12/20/2018 8:45:44.01,12/20/18,08:45:44:01,-0.051723,-0.02284,-0.023072,,,
12/20/2018 8:45:44.20,12/20/18,08:45:44:20,-0.051873,-0.02284,-0.023032,,,
12/20/2018 8:45:44.40,12/20/18,08:45:44:40,-0.051723,-0.02284,-0.023072,,,
12/20/2018 8:45:44.51,12/20/18,08:45:44:51,-0.051873,-0.02284,-0.023072,,,
12/20/2018 8:45:44.79,12/20/18,08:45:44:79,-0.051723,-0.02284,-0.023032,,,
12/20/2018 8:45:44.89,12/20/18,08:45:44:89,-0.051573,-0.02284,-0.023032,,,
12/20/2018 8:45:45.09,12/20/18,08:45:45:09,-0.051273,-0.02284,-0.023072,,,
12/20/2018 8:45:45.28,12/20/18,08:45:45:28,-0.051723,-0.02284,-0.023032,,,
12/20/2018 8:45:45.48,12/20/18,08:45:45:48,-0.051423,-0.02284,-0.023032,,,
12/20/2018 8:45:45.68,12/20/18,08:45:45:68,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:45.96,12/20/18,08:45:45:96,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:46.06,12/20/18,08:45:46:06,-0.051723,-0.02288,-0.023032,,,
12/20/2018 8:45:46.26,12/20/18,08:45:46:26,-0.051573,-0.02288,-0.023032,,,
12/20/2018 8:45:46.46,12/20/18,08:45:46:46,-0.051423,-0.02288,-0.023032,,,
12/20/2018 8:45:46.65,12/20/18,08:45:46:65,-0.051573,-0.02288,-0.023072,,,
12/20/2018 8:45:46.84,12/20/18,08:45:46:84,-0.051423,-0.02288,-0.023072,,,
12/20/2018 8:45:47.04,12/20/18,08:45:47:04,-0.051723,-0.02288,-0.023032,,,
12/20/2018 8:45:47.13,12/20/18,08:45:47:13,-0.051573,-0.02288,-0.023032,,,
12/20/2018 8:45:47.33,12/20/18,08:45:47:33,-0.051573,-0.02288,-0.023072,,,
12/20/2018 8:45:47.52,12/20/18,08:45:47:52,-0.051723,-0.02288,-0.023032,,,
12/20/2018 8:45:47.72,12/20/18,08:45:47:72,-0.051423,-0.02288,-0.023072,,,
12/20/2018 8:45:47.91,12/20/18,08:45:47:91,-0.051723,-0.02284,-0.023072,,,
12/20/2018 8:45:48.21,12/20/18,08:45:48:21,-0.051423,-0.02288,-0.023032,,,
12/20/2018 8:45:48.30,12/20/18,08:45:48:30,-0.051723,-0.02284,-0.023032,,,
12/20/2018 8:45:48.52,12/20/18,08:45:48:52,-0.051273,-0.02288,-0.023072,,,
12/20/2018 8:45:48.71,12/20/18,08:45:48:71,-0.051573,-0.02284,-0.023032,,,
12/20/2018 8:45:48.89,12/20/18,08:45:48:89,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:49.00,12/20/18,08:45:49:00,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:49.11,12/20/18,08:45:49:11,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:49.41,12/20/18,08:45:49:41,-0.051273,-0.02284,-0.023072,,,
12/20/2018 8:45:49.50,12/20/18,08:45:49:50,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:49.72,12/20/18,08:45:49:72,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:49.91,12/20/18,08:45:49:91,-0.051723,-0.02284,-0.023072,,,
12/20/2018 8:45:50.11,12/20/18,08:45:50:11,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:50.24,12/20/18,08:45:50:24,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:50.52,12/20/18,08:45:50:52,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:50.61,12/20/18,08:45:50:61,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:50.75,12/20/18,08:45:50:75,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:50.94,12/20/18,08:45:50:94,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:51.13,12/20/18,08:45:51:13,-0.051423,-0.02284,-0.023072,,,
12/20/2018 8:45:51.31,12/20/18,08:45:51:31,-0.051723,-0.02284,-0.023032,,,
12/20/2018 8:45:51.61,12/20/18,08:45:51:61,-0.051573,-0.02284,-0.023072,,,
12/20/2018 8:45:51.70,12/20/18,08:45:51:70,-0.051723,-0.02284,-0.023032,,,
12/20/2018 8:45:51.84,12/20/18,08:45:51:84,-0.051723,-0.02284,-0.023032,,,
12/20/2018 8:45:52.03,12/20/18,08:45:52:03,-0.051273,-0.02284,-0.023072,,,
12/20/2018 8:45:52.14,12/20/18,08:45:52:14,-0.051273,-0.02284,-0.023072,,,
12/20/2018 8:45:52.25,12/20/18,08:45:52:25,-0.051573,-0.02284,-0.023072,,,
